condition,enrollment_seconds,probe_seconds,parameter_matched_stacked_mean_eer,parameter_matched_stacked_mean_eer_ci_lower,parameter_matched_stacked_mean_eer_ci_upper,parameter_matched_stacked_mean_normalized_min_dcf_p01,parameter_matched_stacked_mean_normalized_min_dcf_p01_ci_lower,parameter_matched_stacked_mean_normalized_min_dcf_p01_ci_upper,parameter_matched_stacked_mean_tar_at_validation_1pct_far,parameter_matched_stacked_mean_tar_at_validation_1pct_far_ci_lower,parameter_matched_stacked_mean_tar_at_validation_1pct_far_ci_upper,parameter_matched_stacked_mean_far_at_validation_1pct_far,parameter_matched_stacked_mean_far_at_validation_1pct_far_ci_lower,parameter_matched_stacked_mean_far_at_validation_1pct_far_ci_upper,bie_mean_eer,bie_mean_eer_ci_lower,bie_mean_eer_ci_upper,bie_mean_normalized_min_dcf_p01,bie_mean_normalized_min_dcf_p01_ci_lower,bie_mean_normalized_min_dcf_p01_ci_upper,bie_mean_tar_at_validation_1pct_far,bie_mean_tar_at_validation_1pct_far_ci_lower,bie_mean_tar_at_validation_1pct_far_ci_upper,bie_mean_far_at_validation_1pct_far,bie_mean_far_at_validation_1pct_far_ci_lower,bie_mean_far_at_validation_1pct_far_ci_upper,bie_quality_weighted_eer,bie_quality_weighted_eer_ci_lower,bie_quality_weighted_eer_ci_upper,bie_quality_weighted_normalized_min_dcf_p01,bie_quality_weighted_normalized_min_dcf_p01_ci_lower,bie_quality_weighted_normalized_min_dcf_p01_ci_upper,bie_quality_weighted_tar_at_validation_1pct_far,bie_quality_weighted_tar_at_validation_1pct_far_ci_lower,bie_quality_weighted_tar_at_validation_1pct_far_ci_upper,bie_quality_weighted_far_at_validation_1pct_far,bie_quality_weighted_far_at_validation_1pct_far_ci_lower,bie_quality_weighted_far_at_validation_1pct_far_ci_upper,bie_mean_minus_parameter_matched_stacked_mean_eer,bie_mean_minus_parameter_matched_stacked_mean_eer_ci_lower,bie_mean_minus_parameter_matched_stacked_mean_eer_ci_upper,bie_mean_minus_parameter_matched_stacked_mean_raw_p,bie_mean_minus_parameter_matched_stacked_mean_holm_adjusted_p,bie_mean_minus_parameter_matched_stacked_mean_holm_reject,bie_quality_weighted_minus_bie_mean_eer,bie_quality_weighted_minus_bie_mean_eer_ci_lower,bie_quality_weighted_minus_bie_mean_eer_ci_upper,bie_quality_weighted_minus_bie_mean_raw_p,bie_quality_weighted_minus_bie_mean_holm_adjusted_p,bie_quality_weighted_minus_bie_mean_holm_reject
wake_wake_e300_p60_g30_nested300,300,60,0.3618240740740741,0.3407320852433847,0.382751330045965,0.9994488304093567,0.9973091313352828,0.999422514619883,0.057679824561403505,0.04675847953216375,0.06991820175438596,0.009926088369070826,0.0075720662053232,0.01287618848672805,0.3473397498375569,0.32515425523969527,0.3674381908039853,0.9995233918128654,0.9962804960949919,0.9994102903818002,0.07524269005847953,0.0604654970760234,0.09065354532163743,0.011602988953866147,0.008578403654392839,0.015412083845504135,0.3479558966861599,0.3256343953593623,0.3681012001781346,0.9991739766081871,0.9961389103313653,0.9992086043800529,0.07438011695906432,0.05928125000000001,0.08996494883040937,0.011584470435347629,0.00852302964695618,0.015462106308604735,-0.014484324236517188,-0.02688353138667692,-0.003322374376242132,0.0117988201179882,0.0471952804719528,True,0.0006161468486030053,-0.0015237837513401322,0.002776027000669456,0.5821417858214178,1.0,False
wake_wake_e300_p30_g30_nested300,300,30,0.36870995776478227,0.34797342839009865,0.3882951859867994,0.9996198830409357,0.9979978301396912,0.9996900791173121,0.05000730994152047,0.0409766081871345,0.06001469298245613,0.009838044184535412,0.007582012783488942,0.012545893453318245,0.3584565464587394,0.3378023868295851,0.37732985824957554,0.999656432748538,0.9975242032561022,0.9996578947368422,0.0651359649122807,0.052435599415204676,0.0786390716374269,0.011128817413905133,0.008515711445267166,0.014431700018346419,0.359090318388564,0.337859058479642,0.3776035438790341,0.9994883040935673,0.9971776516154893,0.9995745614035088,0.06632456140350879,0.05321195175438596,0.07996798245614034,0.011408706952566603,0.008641301523027082,0.014981346920171773,-0.010253411306042848,-0.02130169986429974,0.001131061965052486,0.08299170082991701,0.24897510248975102,False,0.0006337719298245559,-0.0016753101496958162,0.0021676337497713635,0.8831116888311169,1.0,False
